permco,gvkey,boardid,company,ticker,ggroup,gsector,sic,state
54387,160378,1953393,GRAMERCY PROPERTY TRUST,GPT,6010,60,6798,NY
54858,160423,2068322,BANKWELL FINANCIAL GROUP INC,BWFG,4010,40,6020,CT
45469,160479,600874,EXTRA SPACE STORAGE INC,EXR,6010,60,6798,UT
45428,160488,598532,NEUROMETRIX INC,NURO,3510,35,3841,MA
46855,160541,601281,HERCULES CAPITAL INC,HTGC,4020,40,6797,CA
54379,160555,1213553,TINGO GROUP INC,TIO,4520,45,3812,NJ
54379,160555,1948280,TINGO GROUP INC,TIO,4520,45,3812,NJ
45478,160570,502089,COMMERCIAL VEHICLE GROUP INC,CVGI,2010,20,3714,OH
45696,160571,731286,RTW RETAILWINDS INC,RTWIQ,2550,25,5621,NY
54434,160578,1144644,OHR PHARMACEUTICAL INC,OHRP,3520,35,2834,NY
52871,160592,1251170,SYNTHESIS ENERGY SYSTEMS INC,SYNE,1010,10,6794,TX
45555,160598,378966,BEACON ROOFING SUPPLY INC,BECN,2010,20,5030,VA
45727,160667,733919,SI FINANCIAL GROUP INC,SIFI.1,4010,40,6036,CT
45728,160668,114747,INNOVIVA INC,INVA,3520,35,2834,CA
28836,160681,1892715,HYSTER-YALE MATERIALS HNDLNG,HY,2010,20,3537,OH
45475,160684,488202,WESTLAKE CORP,WLK,1510,15,2821,TX
46669,160706,601972,DIAMONDROCK HOSPITALITY CO,DRH,6010,60,6798,MD
46668,160742,601717,COFFEE HOLDING CO INC,JVA,3020,30,5140,NY
54484,160770,604931,MIRATI THERAPEUTICS INC,MRTX,3520,35,2836,CA
44999,160776,733497,SIGNATURE BANK/NY,SBNY,4010,40,6020,NY
58178,160779,740578,CENTERRA GOLD INC,CGAU,1510,15,1040,ON
20851,160785,32588,VIAD CORP,VVI,2020,20,7389,AZ
45005,160809,817058,CYCLACEL PHARMACEUTICALS,CYCC,3520,35,2836,NJ
45879,160888,580845,MONOLITHIC POWER SYSTEMS INC,MPWR,4530,45,3674,WA
45415,160891,796932,ACCESS NATIONAL CORP,ANCX,4010,40,6020,VA
45380,160893,631381,ENERSYS,ENS,2010,20,3690,PA
45464,161048,602424,AMERICAN CAMPUS COMMUNITIES,ACC,6010,60,6798,TX
45871,160913,551199,ORMAT TECHNOLOGIES INC,ORA,5510,55,4911,NV
45705,160990,646010,CUBESMART,CUBE,6010,60,6798,PA
45684,160991,641924,DIGITAL REALTY TRUST INC,DLR,6010,60,6798,TX
54538,160997,1987482,NANOVIRICIDES INC,NNVC,3520,35,2836,CT
56364,161023,2813360,BAYCOM CORP,BCML,4010,40,6020,CA
45680,161055,480589,BUILD-A-BEAR WORKSHOP INC,BBW,2550,25,5945,MO
46009,161071,610058,TEARLAB CORP,TEAR,3510,35,3845,CA
45998,161072,638905,COMSTOCK HOLDING COS INC,CHCI,6010,60,6500,VA
46026,161120,620275,MACQUARIE INFRASTR HOLD LLC,MIC,5510,55,4924,NY
46016,161813,622717,BLUELINX HOLDINGS INC,BXC,2010,20,5031,GA
46168,161843,627980,MANITEX INTERNATIONAL INC,MNTX,2010,20,3537,IL
46024,161844,603630,LAS VEGAS SANDS CORP,LVS,2530,25,7990,NV
46025,161852,913271,SOTHERLY HOTELS INC,SOHO,6010,60,6798,VA
46281,161853,731321,KEARNY FINANCIAL CORP,KRNY,4010,40,6036,NJ
46444,161924,1015577,PRUDENTIAL BANCORP INC,PBIP,4010,40,6036,PA
46844,161942,803651,BANKFINANCIAL CORP,BFIN,4010,40,6020,IL
46095,161953,551005,EDUCATION REALTY TRUST INC,EDR.1,6010,60,6798,TN
45709,161966,650003,ARES CAPITAL CORP,ARCC,4020,40,6797,CA
45723,161996,1878562,PB BANCORP INC,PBBI,4010,40,6035,CT
45716,161997,460902,HURON CONSULTING GROUP INC,HURN,2020,20,8742,IL
46146,162076,464110,ARC DOCUMENT SOLUTIONS INC,ARC,2020,20,7389,CA
47009,162127,1001479,CONSOLIDATED COMM HLDGS INC,CNSL,5010,50,4813,IL
45695,162129,550358,MOSAIC CO,MOS,1510,15,2870,FL
55350,162146,2312125,CRYOPORT INC,CYRX,3520,35,3842,TN
47000,162160,660184,MEDICAL PROPERTIES TRUST,MPW,6010,60,6798,AL
45880,162219,791857,OHA INVESTMENT CORP,OHAI,4020,40,6797,NY
52918,162233,735966,DIGITAL ALLY INC,DGLY,4520,45,3651,KS
46091,162254,55772,CELANESE CORP,CE,1510,15,2860,TX
45869,162264,756349,NEENAH INC,NP,1510,15,2621,GA
54332,162293,1934678,FIRST INTERNET BANCORP,INBK,4010,40,6020,IN
46154,162329,246602,FUSION TELECOMMUNICATIONS,FSNN.1,5010,50,4899,NY
46154,162329,2074646,FUSION TELECOMMUNICATIONS,FSNN.1,5010,50,4899,NY
46162,162335,600759,PRESTIGE CONSUMER HEALTHCARE,PBH,3520,35,5122,NY
46287,162338,633076,UNIVERSAL LOGISTICS HLDGS,ULH,2030,20,4210,MI
53455,162346,1000160,ATLANTIC POWER CORP,AT,5510,55,4991,MA
46149,162354,465654,DOLBY LABORATORIES INC,DLB,4510,45,6794,CA
46169,162385,97122,WEX INC,WEX,4510,45,7374,ME
46152,162386,634835,GUE LIQ COS INC,FTDCQ,2550,25,5961,IL
54607,162386,2005533,GUE LIQ COS INC,FTDCQ,2550,25,5961,IL
56838,162400,1247066,XPEL INC,XPEL,2510,25,3714,TX
46156,162401,551056,HUNTSMAN CORP,HUN,1510,15,2860,TX
46857,162404,745486,LHC GROUP INC,LHCG,3510,35,8082,LA
51308,162449,791669,EXLSERVICE HOLDINGS INC,EXLS,4510,45,7374,NY
54882,162453,2073916,AEMETIS INC,AMTX,1010,10,2860,CA
46014,162459,259722,HIGHPOINT RESOURCES CORP,HPR,1010,10,1311,CO
47876,162489,819020,GUARANTY BANCORP,GBNK,4010,40,6020,CO
46028,162501,641978,OTELCO INC,OTEL,5010,50,4813,AL
45996,162555,850171,CAROLINA TRUST BANCSHARES,CART.2,4010,40,6020,NC
46695,162557,801475,UNITED FINANCIAL BANCORP INC,UBNK,4010,40,6036,CT
46441,162560,643128,AXOS FINANCIAL INC,AX,4010,40,6035,NV
58590,162643,3422944,QUANTUM COMPUTING INC,QUBT,4510,45,7372,VA
46098,162701,591098,NOVELIS INC,HND1,1510,15,3350,GA
46559,162887,373917,DEXCOM INC,DXCM,3510,35,3845,CA
46553,162733,82823,VERIFONE SYSTEMS INC,PAY.4,4520,45,3578,FL
55154,162735,910127,TRILLIUM THERAPEUTICS INC,TRIL,3520,35,2836,MA
46566,162742,647392,FREIGHTCAR AMERICA INC,RAIL,2010,20,3743,IL
53628,162825,1678509,HOME FEDERAL BANCORP INC/LA,HFBL,4010,40,6035,LA
49994,162876,601157,CORE MARK HOLDING CO INC,CORE,2550,25,5190,TX
51559,162892,633446,MEDICINOVA INC,MNOV,3520,35,2836,CA
41819,162894,15891,CRESTWOOD EQUITY PARTNERS LP,CEQP,1010,10,5172,TX
46860,162894,826388,CRESTWOOD EQUITY PARTNERS LP,CEQP,1010,10,5172,TX
48792,162906,586129,IHS MARKIT LTD,INFO,2020,20,7370,
53975,162914,1749783,RADIANT LOGISTICS INC,RLGT,2030,20,4731,WA
50319,162925,637649,ACRES COMMERCIAL REALTY CORP,ACR,4020,40,6798,NY
46697,162988,467542,ZUMIEZ INC,ZUMZ,2550,25,5651,WA
46846,163036,141427,BUILDERS FIRSTSOURCE,BLDR,2010,20,2452,TX
46691,163051,736858,CITI TRENDS INC,CTRN,2550,25,5651,GA
46443,163069,731589,KENTUCKY FIRST FEDERAL BNCRP,KFFB,4010,40,6035,KY
50314,163113,828460,KOPPERS HOLDINGS INC,KOP,1510,15,2860,PA
46685,163118,464358,WARNER MUSIC GROUP CORP,WMG,5020,50,3652,NY
46685,163118,3198394,WARNER MUSIC GROUP CORP,WMG,5020,50,3652,NY
46684,163594,735060,TRANSMONTAIGNE PARTNERS LP,TLP,1010,10,4610,CO
16147,163595,748451,ALTO INGREDIENTS INC,ALTO,1010,10,2860,IL
52960,163596,920425,CAMBER ENERGY INC -OLD,CEI.2,1010,10,1311,TX
48793,163610,815224,INTERCONTINENTAL EXCHANGE,ICE,4020,40,6200,GA
55756,163667,2648444,OTTAWA BANCORP INC,OTTW,4010,40,6035,IL
46858,163668,806647,LINCOLN EDUCATIONAL SERVICES,LINC,2530,25,8200,NJ
47428,163678,828012,EVERI HOLDINGS INC,EVRI,2530,25,3578,NV
46849,163685,783042,EAGLE BULK SHIPPING INC,EGLE,2030,20,4412,CT
53887,163692,490172,STUDENT TRANSPORTATION INC,STB,2030,20,4100,NJ
54577,163765,1996267,COOPER-STANDARD HOLDINGS INC,CPS,2510,25,3714,MI
54448,163768,627716,GTT COMMUNICATIONS INC,GTTNQ,4510,45,4899,VA
54448,163768,1958905,GTT COMMUNICATIONS INC,GTTNQ,4510,45,4899,VA
51647,163822,1010508,ZION OIL & GAS INC,ZNOG,1010,10,1311,TX
59091,163850,3485416,MOBIQUITY TECHNOLOGIES INC,MOBQ,5020,50,7310,NY
51441,163878,247297,CAPELLA EDUCATION CO,CPLA,2530,25,8200,MN
46878,163884,925729,FRANKLIN STREET PROPERTIES,FSP,6010,60,6798,MA
47001,163887,23339,ORCHIDS PAPER PRODUCTS,TISUQ,3030,30,2670,OK
47203,163889,420088,ATRICURE INC,ATRC,3510,35,3841,OH
47217,163891,462965,RUTHS HOSPITALITY GROUP INC,RUTH,2530,25,5812,FL
48782,163916,790787,WEB.COM GROUP INC,WEB,4510,45,7370,FL
46890,163920,126122,WESTERN ALLIANCE BANCORP,WAL,4010,40,6020,AZ
47199,163921,1655179,WILLIAMS PARTNERS LP,WPZ,1010,10,1311,OK
53459,163921,1655179,WILLIAMS PARTNERS LP,WPZ,1010,10,1311,OK
47211,163924,792599,JAMES RIVER GROUP HLDGS LTD,JRVR,4030,40,6331,
47211,163924,2176863,JAMES RIVER GROUP HLDGS LTD,JRVR,4030,40,6331,
55149,163924,2176863,JAMES RIVER GROUP HLDGS LTD,JRVR,4030,40,6331,
47018,163930,602250,GENCO SHIPPING & TRADING,GNK,2030,20,4412,NY
47018,163930,2308922,GENCO SHIPPING & TRADING,GNK,2030,20,4412,NY
47429,163935,732330,GLOBAL PARTNERS LP,GLP,1010,10,5171,MA
47183,163946,665753,CF INDUSTRIES HOLDINGS INC,CF,1510,15,2870,IL
54576,163963,1993180,COLUMBIA PROPERTY TRUST INC,CXP,6010,60,6798,NY
55146,163965,2201375,CYTOSORBENTS CORP,CTSO,3510,35,3841,NJ
46889,163983,735062,TREEHOUSE FOODS INC,THS,3020,30,2030,IL
52991,164046,790329,GRAN TIERRA ENERGY INC,GTE,1010,10,1311,AB
50200,164109,792516,LINN ENERGY INC,LNGG.1,1010,10,1311,TX
47214,164116,891456,OMEGA FLEX INC,OFLX,2010,20,3490,PA
54050,164132,1811446,RETAIL PPTYS OF AMERICA INC,RPAI,6010,60,6798,IL
58578,164146,3429651,KAIVAL BRANDS INNV GROUP INC,KAVL,2550,25,5190,FL
46853,164155,782134,GLADSTONE INVESTMENT CORP/DE,GAIN,4020,40,6797,VA
46888,164255,933328,JAMBA INC,JMBA,2530,25,5812,TX
54115,164284,1104431,CHANTICLEER HOLDINGS INC,BURG,2530,25,5812,NC
47212,164290,796413,KONA GRILL INC,KONA,2530,25,5812,AZ
47883,164293,627043,STRATA SKIN SCIENCES INC,SSKN,3510,35,3841,PA
47011,164296,814899,WARNER BROS DISCOVERY INC,WBD,5020,50,4841,NY
47011,164296,1201609,WARNER BROS DISCOVERY INC,WBD,5020,50,4841,NY
59247,164296,1201609,WARNER BROS DISCOVERY INC,WBD,5020,50,4841,NY
48802,164363,796303,TRONOX HOLDINGS PLC,TROX,1510,15,2810,CT
47880,164364,16898,INVESTORS BANCORP INC,ISBC,4010,40,6020,NJ
47887,164365,913664,WATERSTONE FINANCIAL INC,WSBF,4010,40,6035,WI
56301,164395,2799289,OP BANCORP,OPBK,4010,40,6020,CA
48773,164416,464072,IROBOT CORP,IRBT,2520,25,3990,MA
50692,164471,840100,RESTAURANT BRANDS INTL INC,QSR,2530,25,5812,ON
54100,164471,1827056,RESTAURANT BRANDS INTL INC,QSR,2530,25,5812,ON
55137,164471,1827056,RESTAURANT BRANDS INTL INC,QSR,2530,25,5812,ON
51433,164494,892481,SPIRIT AEROSYSTEMS HOLDINGS,SPR,2010,20,3728,KS
47179,164506,665743,ACCO BRANDS CORP,ACCO,2020,20,2780,IL
54600,164511,1996272,ADVAXIS INC-OLD,ADXS.1,3520,35,2836,NJ
47216,164557,640918,RBC BEARINGS INC,RBC,2010,20,3562,CT
48766,164572,482661,AMERISAFE INC,AMSF,4030,40,6331,LA
50855,164606,853327,TOWN SPORTS INTL HOLDINGS,CLUBQ,2530,25,7997,FL
47440,164609,488938,GENOMIC HEALTH INC,GHDX,3520,35,2835,CA
47885,164612,630051,NXSTAGE MEDICAL INC,NXTM,3510,35,3845,MA
50861,164633,646224,HOME BANCSHARES INC,HOMB,4010,40,6020,AR
48786,164652,817733,BROOKDALE SENIOR LIVING INC,BKD,3510,35,8050,TN
48787,164660,810610,CLEAR CHANNEL OUTDOOR HLDGS,CCO,5020,50,7310,TX
52296,164680,917710,KAPSTONE PAPER & PACKAGING,KS,1510,15,2631,IL
47422,164708,667645,AMERIPRISE FINANCIAL INC,AMP,4020,40,6211,MN
56705,164724,3023049,MAINSTREET BANCSHARES INC,MNSB,4010,40,6020,VA
54142,164746,1200328,COUNTERPATH CORP,CPAH,4510,45,7372,BC
50293,164755,813486,CROCS INC,CROX,2520,25,3021,CO
48778,165051,489063,SUNPOWER CORP,SPWR,2010,20,3690,CA
48779,165052,786736,UNDER ARMOUR INC,UAA,2520,25,2300,MD
51338,165123,660090,LEIDOS HOLDINGS INC,LDOS,2020,20,7373,VA
51798,165209,823406,CORENERGY INFRASTRUCTURE TR,CORR,6010,60,6798,MO
51213,165215,735327,ALAUNOS THERAPEUTICS INC,TCRT,3520,35,2836,TX
47864,165264,916730,FIDELITY NATL FINL FNF GROUP,FNF,4030,40,6361,FL
47877,165284,882840,FIRST BUSINESS FINL SRV INC,FBIZ,4010,40,6020,WI
50194,165358,827425,AMERICAN RAILCAR INDS INC,ARII,2010,20,3743,MO
50202,165465,888621,MAGYAR BANCORP INC,MGYR,4010,40,6036,NJ
50018,165466,824021,DCP MIDSTREAM LP,DCP,1010,10,1311,CO
53390,165468,1648996,HONG YUAN HOLDING GROUP,HGYN,1510,15,2821,
55354,165513,2385232,EQUITABLE FINANCIAL CORP,EQFN,4010,40,6035,NE
56468,165556,2887173,CHAPARRAL ENERGY INC,CHAPQ,1010,10,1311,OK
48784,165557,812326,BIRKS GROUP INC,BGI,2550,25,5944,QC
54782,165563,2052614,BIO-PATH HOLDINGS INC,BPTH,3520,35,2836,TX
50979,165630,644141,SUMMIT STATE BANK,SSBI,4010,40,6020,CA
53054,165637,912623,UR ENERGY INC,URG,1010,10,1090,CO
50309,165649,820219,ENERGY TRANSFER LP,ET,1010,10,4922,TX
50695,165653,814220,DELTA TUCKER HOLDINGS INC,8550B,2010,20,4581,VA
50032,165675,787214,VIACOM INC,VIAB,5020,50,4833,NY
50604,165691,603089,CASTLE BRANDS INC,ROX,3020,30,2085,NY
50028,165743,885457,STAR BULK CARRIERS CORP,SBLK,2030,20,4412,
50016,165746,814633,LIVE NATION ENTERTAINMENT,LYV,5020,50,7900,CA
59185,165750,3507400,MODULAR MEDICAL INC,MODD,3510,35,3841,CA
52763,165798,1040083,URANIUM ENERGY CORP,UEC,1010,10,1090,TX
50195,165846,820292,CALUMET SPECIALTY PRODS  -LP,CLMT,1010,10,2911,IN
50199,165856,570327,H&E EQUIPMENT SERVICES INC,HEES,2010,20,5084,LA
54414,165911,1951653,MAM SOFTWARE GROUP INC,MAMS,4510,45,7370,PA
50184,165914,82918,CHIPOTLE MEXICAN GRILL INC,CMG,2530,25,5812,CA
15354,165934,2557,TAXUS CARDIUM PHARMACEUTICLS,CRXM,3520,35,2836,CA
50292,165943,818260,DEXTERA SURGICAL INC,DXTRQ,3510,35,3841,CA
55215,165968,1214692,SUNWORKS INC,SUNW,2010,20,3674,UT
55215,165968,2223837,SUNWORKS INC,SUNW,2010,20,3674,UT
41673,165993,6382,FIDELITY NATIONAL INFO SVCS,FIS,4510,45,7374,FL
51439,166005,621698,AMTRUST FINANCIAL SERVICES,AFSI,4030,40,6331,NY
54440,166087,1958067,AIR INDUSTRIES GROUP INC,AIRI,2010,20,3728,NY
50594,166197,1010753,LAKE SHORE BANCORP INC,LSBK,4010,40,6035,NY
50297,166213,790544,LIQUIDITY SERVICES INC,LQDT,2550,25,5961,MD
53301,166230,1613793,KRATON CORP,KRA,1510,15,2821,TX
52745,166265,647288,ALEXCO RESOURCE CORP,AXU,1510,15,1044,BC
50723,166363,914699,ALLIANCE HOLDINGS GP LP,AHGP,1010,10,1220,OK
50729,166368,895357,COMPASS DIVERSIFIED HOLDINGS,CODI,4020,40,3600,CT
51804,166434,644280,POSITIVEID CORP,PSID,3510,35,3711,FL
50601,166435,462078,VANDA PHARMACEUTICALS INC,VNDA,3520,35,2836,DC
51657,166436,1042965,LEGACY RESERVES INC,LGCYQ,1010,10,1311,TX
55453,166447,2357108,ANAVEX LIFE SCIENCES CORP,AVXL,3520,35,2836,NY
50950,166458,893782,ATLAS ENERGY GROUP LLC,ATLS,1010,10,1311,TX
55178,166458,893782,ATLAS ENERGY GROUP LLC,ATLS,1010,10,1311,TX
50968,166460,874876,ASCENT SOLAR TECH INC,ASTI,4530,45,3674,CO
50968,166460,3559941,ASCENT SOLAR TECH INC,ASTI,4530,45,3674,CO
50701,166482,797091,MUELLER WATER PRODUCTS INC,MWA,2010,20,3490,GA
51408,166485,1015757,REGIONAL HEALTH PROPERTS INC,RHE,3510,35,6798,GA
50471,166491,925744,IGC PHARMA INC,IGC,2010,20,5030,MD
50854,166555,850181,ALPHATEC HOLDINGS INC,ATEC,3510,35,3842,CA
50706,166562,561710,VONAGE HOLDINGS CORP,VG,4510,45,7370,NJ
50694,166563,911047,DELEK US HOLDINGS INC,DK,1010,10,2911,TN
50864,166583,832074,LUNA INNOVATIONS INC,LUNA,4520,45,3827,VA
50969,166591,867954,CLEVELAND BIOLABS INC,CBLI.2,3520,35,2834,NY
50870,166593,749358,SYNCHRONOSS TECHNOLOGIES,SNCR,4510,45,7370,NJ
54566,166711,1986868,SEQUENTIAL BRANDS GROUP INC,SQBGQ,2520,25,6794,NY
54149,166723,1874797,HOWARD BANCORP INC,HBMD,4010,40,6020,MD
54633,166746,2007290,J.G. WENTWORTH CO,JGWE,4020,40,6153,PA
54633,166746,2475492,J.G. WENTWORTH CO,JGWE,4020,40,6153,PA
50495,166747,6044,UNITED COMMUNITY BANCORP,UCBA,4010,40,6035,IN
50609,166789,107017,GENERAL FINANCE CORP/DE,GFN,2010,20,7359,CA
5761,170307,24397,GADSEN PROPERTIES INC,GADS,6010,60,6552,PA
54063,170335,1813890,PROOFPOINT INC,PFPT,4510,45,7372,CA
54015,170375,1804722,SELECT INCOME REIT,SIR,6010,60,6798,MA
54428,170384,1959962,GOGO INC,GOGO,5010,50,4899,CO
54408,170396,1953389,CUSTOMERS BANCORP INC,CUBI,4010,40,6020,PA
54151,170419,1879952,HOMETRUST BANCSHARES INC,HTBI,4010,40,6020,NC
59404,170430,3569029,SILO PHARMA INC,SILO,3520,35,2836,NJ
54333,170450,1931124,ORAMED PHARMACEUTICALS INC,ORMP,3520,35,2836,NY
54898,170520,2073903,RADIUS HEALTH INC,RDUS.1,3520,35,2836,MA
53972,170527,1794428,POST HOLDINGS INC,POST,3020,30,2015,MO
59120,170535,3499401,BARFRESH FOOD GROUP INC,BRFH,3020,30,2086,CA
54064,170616,1813585,SPLUNK INC,SPLK,4510,45,7372,CA
54084,170617,1820060,META PLATFORMS INC,META,5020,50,7370,CA
54043,170627,1813889,MIDSTATES PETROLEUM CO INC,MPO,1010,10,1311,OK
54914,170639,2077410,FORESIGHT ENERGY LP,FELPQ,1010,10,1220,MO
55920,170655,2648894,SILVERSUN TECHNOLOGIES INC,SSNT,4510,45,7370,NJ
54580,170714,1990087,EMPIRE STATE REALTY TR INC,ESRT,6010,60,6798,NY
54467,170730,1964532,ORGANOVO HOLDINGS INC,ONVO,3520,35,2836,CA
54222,170750,1895607,DIAMONDBACK ENERGY INC,FANG,1010,10,1311,TX
59387,170756,3565140,INTELLINETICS INC,INLX,4510,45,7372,OH
54022,170765,2648025,TECNOGLASS INC,TGLS,2010,20,3442,
54352,170775,1942971,GARRISON CAPITAL INC,GARS,4020,40,6799,NY
54048,170841,1813482,PHILLIPS 66,PSX,1010,10,2911,TX
56030,170920,463665,ASPEN GROUP INC,ASPU,2530,25,8200,NY
54207,170945,1897609,PUMA BIOTECHNOLOGY INC,PBYI,3520,35,2836,CA
54167,170965,1878989,PERFORMANT FINANCIAL CORP,PFMT,2020,20,7320,CA
54116,170969,1829403,TESARO INC,TSRO,3520,35,2836,MA
54157,171002,1877439,GLOBUS MEDICAL INC,GMED,3510,35,3841,PA
54109,171007,1830138,SERVICENOW INC,NOW,4510,45,7372,CA
54314,171022,1927877,STEMLINE THERAPEUTICS INC,STML,3520,35,2836,NY
54065,171023,1811454,BLACKROCK TCP CAPITAL,TCPC,4020,40,6797,CA
54162,171049,1878334,BLOOMIN' BRANDS INC,BLMN,2530,25,5812,FL
54037,171059,1812366,FORUM ENERGY TECH INC,FET,1010,10,3533,TX
54139,171067,1874468,PALO ALTO NETWORKS INC,PANW,4510,45,7370,CA
54044,171111,1734800,TRILOGY METALS INC,TMQ,1510,15,1000,BC
54267,171139,1901853,SOUTHCROSS ENERGY PRTNRS LP,SXEEQ,1010,10,4922,TX
54146,171141,1874195,FIVE BELOW INC,FIVE,2550,25,5331,PA
54057,171155,1815160,CLEARSIGN TECHNOLOGIES CORP,CLIR,4520,45,3823,OK
54744,171187,2043355,PHIO PHARMACEUTICALS CORP,PHIO,3520,35,2836,MA
54071,171212,1816726,PACIFIC COAST OIL TRUST,ROYTL,1010,10,1311,TX
50961,174022,858092,ANYWHERE REAL ESTATE INC,HOUS,6010,60,6531,NJ
54208,174022,1895265,ANYWHERE REAL ESTATE INC,HOUS,6010,60,6531,NJ
50867,174049,865430,PGT INNOVATIONS INC,PGTI,2010,20,3442,FL
51198,174077,115527,COMMVAULT SYSTEMS INC,CVLT,4510,45,7370,NJ
50862,174119,666453,HOUSTON WIRE & CABLE CO,HWCC,2010,20,5063,TX
54436,174134,1959651,PTC THERAPEUTICS INC,PTCT,3520,35,2836,NJ
50962,174135,92202,NUSTAR GP HOLDINGS LLC,NSH.1,1010,10,5171,TX
51300,174136,480186,ACHILLION PHARMACEUTICALS,ACHN.1,3520,35,2836,PA
41998,174147,18817,QURATE RETAIL INC,QRTEA,2550,25,5961,CO
50735,174169,626723,BATTALION OIL CORP,BATL,1010,10,1311,TX
50735,174169,3167794,BATTALION OIL CORP,BATL,1010,10,1311,TX
53843,174222,1714415,DUNKIN' BRANDS GROUP INC,DNKN,2530,25,5812,MA
53214,174236,1584095,SELECT MEDICAL HOLDINGS CORP,SEM,3510,35,8060,PA
53671,174280,874922,WESTERN COPPER AND GOLD CORP,WRN,1510,15,1000,BC
51092,174282,1013048,ENERGY SERVICES OF AMER CORP,ESOA,1010,10,1623,WV
51092,174282,3519757,ENERGY SERVICES OF AMER CORP,ESOA,1010,10,1623,WV
51209,174301,752132,LIMESTONE BANCORP INC,LMST,4010,40,6020,KY
51426,174310,660699,KBR INC,KBR,2020,20,7370,TX
53506,174312,1664948,RHINO RESOURCE PARTNERS LP,RHNO,1010,10,1220,KY
51319,174313,872265,LEGACY TEX FINANCIAL GRP INC,LTXB,4010,40,6020,TX
51306,174389,930405,EHEALTH INC,EHTH,4030,40,6411,CA
51311,174390,892217,LEMAITRE VASCULAR INC,LMAT,3510,35,3841,MA
53613,174428,1678301,INFUSYSTEM HOLDINGS INC,INFU,3510,35,7350,MI
50830,174449,856090,COMMUNITY BANKERS TRUST CORP,ESXB,4010,40,6020,VA
50975,174470,18804,LIBERTY BANCORP INC,LBCP,4010,40,6035,MO
50964,174490,98352,WINDSTREAM HOLDINGS INC,WINMQ,5010,50,4813,AR
50964,174490,854111,WINDSTREAM HOLDINGS INC,WINMQ,5010,50,4813,AR
50964,174490,3004291,WINDSTREAM HOLDINGS INC,WINMQ,5010,50,4813,AR
53397,174531,1639600,MITEL NETWORKS CORP,MITL,4520,45,3661,ON
51110,174541,816868,INNERWORKINGS INC,INWK,2020,20,7389,IL
51450,174567,917947,INNOPHOS HOLDINGS INC,IPHS,1510,15,2810,NJ
51205,174637,824791,ICF INTERNATIONAL INC,ICFI,2020,20,8742,VA
51111,174648,74414,OSIRIS THERAPEUTICS INC,OSIR,3520,35,2836,MD
51111,174648,2930264,OSIRIS THERAPEUTICS INC,OSIR,3520,35,2836,MD
51099,174700,861834,GLOBAL SHIP LEASE INC,GSL,2030,20,4400,
50965,174729,858089,TRAVEL PLUS LEISURE CO,TNL,2530,25,6531,FL
51094,174744,502603,EVERCORE INC,EVR,4020,40,6200,NY
52292,175008,640267,AMICUS THERAPEUTICS INC,FOLD,3520,35,2836,PA
51454,175004,926831,ORBCOMM INC,ORBC,5010,50,4899,NJ
51200,175006,896433,HARVEST OIL & GAS CORP,HRST,1010,10,1311,TX
51547,175007,1000666,ALLEGIANT TRAVEL CO,ALGT,2030,20,4512,NV
54069,175013,1822260,IMMUNOCELLULAR THERPTICS LTD,IMUC.2,3520,35,2836,CA
50860,175055,864414,HILL INTERNATIONAL INC,HIL,2020,20,8741,PA
53963,175064,1716144,SYNERGY PHARMACEUTICALS INC,SGYPQ,3520,35,2836,NY
50976,175083,3421877,NORTHEAST COMMUNITY BANCORP,NECB,4010,40,6036,NY
58620,175083,3421877,NORTHEAST COMMUNITY BANCORP,NECB,4010,40,6036,NY
51105,175110,11500,AIRCASTLE LTD,AYR,2010,20,7359,CT
53925,175236,1093824,ALIO GOLD INC,ALO,1510,15,1040,BC
51196,175263,840164,WESTERN UNION CO,WU,4510,45,6099,CO
53346,175269,2661016,CELSIUS HOLDINGS INC,CELH,3020,30,2086,FL
51957,175271,888048,EVOLVE TRANSITION INFRAST LP,SNMP,1010,10,4610,TX
56171,175299,2748884,DOLPHIN ENTERTAINMENT INC,DLPN,5020,50,8700,FL
51326,175307,917238,DOUGLAS EMMETT INC,DEI,6010,60,6798,CA
51096,175319,882407,HANESBRANDS INC,HBI,2520,25,2300,NC
51211,175376,786714,SHUTTERFLY INC,SFLY,2550,25,2731,CA
51447,175404,897123,FIRST SOLAR INC,FSLR,4530,45,3674,AZ
51660,175424,851935,SONOMA PHARMACEUTICALS INC,SNOA,3520,35,2834,GA
58282,175457,1988180,BYRNA TECHNOLOGIES INC,BYRN,2010,20,3480,MA
51448,175523,920790,GLOBALSTAR INC,GSAT,5010,50,4899,LA
51448,175523,2062765,GLOBALSTAR INC,GSAT,5010,50,4899,LA
51451,175490,480064,YIELD10 BIOSCIENCE INC,YTEN,3520,35,2836,MA
53483,175503,1659620,GOLD RESOURCE CORP,GORO,1510,15,1040,CO
52305,175509,1020223,TOWERSTREAM CORP,TWER,5010,50,4899,RI
37929,175533,9355,INFINITY PHARMACEUTICALS INC,INFIQ,3520,35,2834,MA
51188,175575,874866,KAYNE ANDERSON ENERGY DEV CO,KED,4020,40,6799,TX
51457,175607,1007505,PRIMIS FINANCIAL CORP,FRST,4010,40,6020,VA
51459,175654,921684,WILLDAN GROUP INC,WLDN,2020,20,8711,CA
44990,175674,660191,COHEN & COMPANY INC,COHN,4020,40,6211,PA
53076,175686,1331942,PRIMORIS SERVICES CORP,PRIM,2010,20,1623,TX
